Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T059_001,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T060_009,SE_T060_010,SE_T061_001,SE_T062_001,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T069_008,SE_T069_009,SE_T069_010,SE_T070_001,SE_T071_001,SE_T093_001,SE_T171_001,SE_T171_002,SE_T171_003,SE_T171_004,SE_T171_005,SE_T171_006,SE_T171_007,SE_T171_008,SE_T171_009,SE_T171_010,SE_T171_011
"1347080","32000US1347080","Vidalia, GA Micro Area; Georgia","Vidalia, Georgia","ga","320","00","ACSSF","0011238",,,,,"13",,,,,,,,,,,,,,"47080",,,,,,,,,,,,,,,,,,,,,,,,,,,,36165,59.92264,603.528183142161,36165,23688,9228,33,288,0,2213,715,36165,32502,22370,9160,19,288,0,289,376,3663,1318,68,14,0,0,1924,339,13525,1823,1197,1154,1033,863,767,569,689,647,792,1192,1352,530,392,216,309,34509,34509,42018,21633,,,,32393,26779,30747,43007,52521.3678373383,52521.3678373383,60569.9309749784,34374.5543415756,0,0,,38710.6194690265,31131.2849162011,33386.9565217391,61861.7515137923,45515,64881.4818916824,710351500,710351500,561604400,119554700,,,,21871500,5572500,31483900,551683100,585814900,117989000,15977,13525,49,311,2053,2408,2735,2614,1388,993,466,508
"1347580","32000US1347580","Warner Robins, GA Metro Area; Georgia","Warner Robins, Georgia","ga","320","00","ACSSF","0011239",,,,,"13",,,,,,,,,,,,,,"47580",,,,,,,,,,,,,,,,,,,,,,,,,,,,187504,499.2908,375.540643431553,187504,112588,60126,539,4564,99,4198,5390,187504,175403,105668,59736,410,4542,99,675,4273,12101,6920,390,129,22,0,3523,1117,67983,6148,3404,3755,3331,3304,3023,3348,3215,3053,5856,7488,8724,6133,2469,3100,1632,52400,52400,59211,39625,38958,55648,,36038,41071,42398,59531,64437.5123192563,64437.5123192563,72591.9876733436,49816.9928620769,45070.1960784314,62377.1324863884,0,49317.6022835395,58067.2557172557,55117.9471966775,73035.927091721,61720,74121.930421469,4380655400,4380655400,3109405200,1081776000,11492900,68739600,,51832800,55860700,185802600,2993231400,3485657900,849416600,76531,67983,215,2459,16992,14705,10640,9918,6626,3812,1311,1305
"1348180","32000US1348180","Waycross, GA Micro Area; Georgia","Waycross, Georgia","ga","320","00","ACSSF","0011240",,,,,"13",,,,,,,,,,,,,,"48180",,,,,,,,,,,,,,,,,,,,,,,,,,,,54701,45.24654,1208.95433337915,54701,39934,11986,265,438,19,1101,958,54701,52391,38898,11954,265,438,19,51,766,2310,1036,32,0,0,0,1050,192,20794,2527,1543,1868,1165,1503,1382,891,1270,803,1561,1923,1975,859,827,415,282,36733,36733,41366,24294,,21069,,42021,,38203,41698,52710.0413580841,52710.0413580841,58154.4014084507,35048.422044277,26373.7373737374,25989.5104895105,,48864.7260273973,15940,40818.4764991896,58619.9769053118,44413,59510.3986710963,1096052600,1096052600,924887600,148815600,2611000,3716500,,14268500,1753400,25185000,913768200,895631500,186735100,24382,20794,83,312,3034,4150,3331,3778,1797,1787,872,1650
"1525900","32000US1525900","Hilo, HI Micro Area; Hawaii","Hilo, Hawaii","hi","320","00","ACSSF","0002218",,,,,"15",,,,,,,,,,,,,,"25900",,,,,,,,,,,,,,,,,,,,,,,,,,,,193680,48.07845,4028.4164776053,193680,64255,1213,684,43217,26517,3230,54564,193680,169653,58882,1061,402,41784,22217,337,44970,24027,5373,152,282,1433,4300,2893,9594,66094,6201,3736,3942,3458,3054,3238,2450,2451,2462,5181,7065,8077,5911,3294,3011,2563,53936,53936,54703,52540,29375,58590,43769,48140,54068,43781,55849,70004.4391321451,70004.4391321451,74839.4308664012,59166.6666666667,36481.0408921933,72750.4902903288,58354.0714861596,47520.0561009818,64644.1242575052,52741.3536701621,76447.2659802816,63031,79360.8161693064,4626873400,4626873400,2180222300,28222500,9813400,1135125900,434271000,33881800,805336500,276628400,2101306000,3502430900,987779900,85328,66094,127,1402,13736,13765,12581,12313,4640,3035,1909,2586
"1527980","32000US1527980","Kahului-Wailuku-Lahaina, HI Metro Area; Hawaii","Kahului-Wailuku-Lahaina, Hawaii","hi","320","00","ACSSF","0002219",,,,,"15",,,,,,,,,,,,,,"27980",,,,,,,,,,,,,,,,,,,,,,,,,,,,162547,139.9432,1161.52136612216,162547,57336,846,253,46135,17727,1484,38766,162547,144888,50067,761,183,45195,16648,255,31779,17659,7269,85,70,940,1079,1229,6987,53958,2579,1770,2087,2319,2057,2285,1820,2331,2100,4046,6099,7989,5449,3692,3823,3512,68771,68771,67326,48510,53750,74974,54712,58646,66089,55688,68728,88420.7049927722,88420.7049927722,93853.1893125566,73746.0704607046,60364,92958.2893718787,68477.7224507469,64128.7206266319,77928.9601445185,70324.0875912409,95711.5881671032,77904,98334.457111835,4771004400,4771004400,2385091100,27212300,6036400,1321588000,316298600,24561300,690216800,289032000,2229218600,3622641400,977372700,71591,53958,144,921,9599,9791,11488,10751,4333,3244,1517,2170
"1528180","32000US1528180","Kapaa, HI Micro Area; Hawaii","Kapaa, Hawaii","hi","320","00","ACSSF","0002220",,,,,"15",,,,,,,,,,,,,,"28180",,,,,,,,,,,,,,,,,,,,,,,,,,,,70447,113.6323,619.955897865164,70447,23222,478,314,24606,6809,317,14701,70447,62941,20949,443,208,23329,6203,83,11726,7506,2273,35,106,1277,606,234,2975,22430,1211,906,746,797,921,904,975,971,939,1625,2245,3394,2540,1631,1363,1262,68224,68224,67594,57344,73125,68972,60436,47135,77176,56536,68036,83241.7030762372,83241.7030762372,83019.9704579025,53757.2519083969,70007.4534161491,82676.8016833246,78373.8864142539,86624.3243243243,91699.4741100324,75653.7364517969,83536.4864864865,81280,95538.0615424565,1867111400,1867111400,843067800,7042200,11271200,628674400,140759500,9615300,226681100,132621000,778894200,1471668300,346483400,30388,22430,16,403,3287,4580,4847,4309,1541,1698,947,802
"1546520","32000US1546520","Urban Honolulu, HI Metro Area; Hawaii","Urban Honolulu, Hawaii","hi","320","00","ACSSF","0002221",,,,,"15",,,,,,,,,,,,,,"46520",,,,,,,,,,,,,,,,,,,,,,,,,,,,986999,,,986999,208830,23334,1464,423405,92920,8448,228598,986999,894364,186387,21503,1037,413389,86259,918,184871,92635,22443,1831,427,10016,6661,7530,43727,309548,15338,8924,8521,9921,9396,10067,10995,11436,10475,22022,32907,44575,36889,24556,27654,25872,77161,77161,78992,68672,31483,80120,63052,48866,77350,63258,81211,96742.1763345265,96742.1763345265,101640.982765456,77839.9210903874,61661.2204724409,99052.9041431169,76623.7186648197,67864.9920255183,95751.7528357718,79371.8235462073,103915.092609106,89875,108425.875224417,29946347200,29946347200,8716527400,651053100,31323900,14002811900,1714762200,170205400,4659663300,1667919500,8157542600,23674139300,5525941100,342982,309548,1243,7475,33421,39048,39157,74254,56927,34908,12788,10327
"1613940","32000US1613940","Blackfoot, ID Micro Area; Idaho","Blackfoot, Idaho","id","320","00","ACSSF","0002497",,,,,"16",,,,,,,,,,,,,,"13940",,,,,,,,,,,,,,,,,,,,,,,,,,,,45261,21.61484,2093.97820839324,45261,38511,142,2545,466,22,2349,1226,45261,37224,33606,132,2239,466,22,40,719,8037,4905,10,306,0,0,2309,507,14712,1111,622,644,876,873,767,715,729,1030,1242,2071,1714,1166,517,384,251,49943,49943,52367,,26472,53398,,41761,46349,43250,54384,60094.7729744426,60094.7729744426,62044.6704067321,0,39835.595390525,75082.5174825175,,45699.5850622407,56235.2941176471,46099.8382749326,63465.0423011844,58494,67021.3237280504,884114300,884114300,796281300,,31111600,10736800,,33040800,12428000,85515200,750156800,744271800,129944500,16254,14712,6,441,1999,1733,1582,3333,1369,1598,852,1799
"1614260","32000US1614260","Boise City, ID Metro Area; Idaho","Boise City, Idaho","id","320","00","ACSSF","0002498",,,,,"16",,,,,,,,,,,,,,"14260",,,,,,,,,,,,,,,,,,,,,,,,,,,,663680,56.40854,11765.5938977323,663680,601082,6140,5255,12483,1037,18368,19315,663680,576211,537821,5786,3807,12113,937,435,15312,87469,63261,354,1448,370,100,17933,4003,240902,16788,11308,12063,12522,12036,14236,12148,12371,10987,21358,27245,29802,18648,10618,9835,8937,52377,52377,52699,49323,36250,69143,42462,41544,40504,39398,54182,69449.1012943023,69449.1012943023,70073.6414947016,68540.6732891832,50407.8073089701,83494.6599362381,43049.4699646643,47194.2641173855,58778.4135240572,47983.4652396798,71733.596033026,63984,82317.5235022184,16730427400,16730427400,15705254900,124195700,91036500,314273900,12183000,212279800,271203600,1067056300,14900143900,13265880500,3222610800,256399,240902,2439,7631,65368,53379,25427,42645,12025,12020,8088,11880
"1615420","32000US1615420","Burley, ID Micro Area; Idaho","Burley, Idaho","id","320","00","ACSSF","0002499",,,,,"16",,,,,,,,,,,,,,"15420",,,,,,,,,,,,,,,,,,,,,,,,,,,,43772,13.17373,3322.67240774861,43772,40352,136,310,191,36,2072,675,43772,30655,29522,89,258,191,7,27,561,13117,10830,47,52,0,29,2045,114,14978,946,824,939,859,883,995,743,1067,825,1601,1663,1860,864,410,244,255,46177,46177,47062,18241,32841,48125,,30208,34808,39430,50897,58067.7193216718,58067.7193216718,59118.8888888889,16057.8947368421,43180.9160305344,40346,0,42002.8282828283,39103.4482758621,44781.7277635692,62789.3361960995,51861,63861.5485107124,869738300,869738300,835349900,610200,5656700,2017300,,20791400,4536000,157586900,701859200,733258300,122779700,16216,14978,36,306,1671,1805,1393,3226,1789,1634,848,2270
"1617660","32000US1617660","Coeur d'Alene, ID Metro Area; Idaho","Coeur d'Alene, Idaho","id","320","00","ACSSF","0002500",,,,,"16",,,,,,,,,,,,,,"17660",,,,,,,,,,,,,,,,,,,,,,,,,,,,147716,118.7309,1244.12464613736,147716,139060,570,2175,1264,83,684,3880,147716,141497,134752,470,1867,1008,66,3,3331,6219,4308,100,308,256,17,681,549,57213,3037,2891,3136,2920,3424,3062,3657,2749,3095,5296,6752,6677,4503,2346,1809,1859,50924,50924,51213,,42703,37390,,37043,56619,57203,51060,66899.0509150018,66899.0509150018,67566.5672461116,42635.2941176471,53802.5641025641,40074.1052631579,53963.8888888889,46573.7991266376,60556.0391730141,77117.8498985801,67237.4280015658,60913,76938.5299767465,3827495400,3827495400,3692512900,3624000,44064300,19035200,1942700,10665400,55651000,114057300,3607086300,3043996000,713673100,66126,57213,609,2228,15110,13119,6276,10665,2920,1834,1287,3165
"1625200","32000US1625200","Hailey, ID Micro Area; Idaho","Hailey, Idaho","id","320","00","ACSSF","0002501",,,,,"16",,,,,,,,,,,,,,"25200",,,,,,,,,,,,,,,,,,,,,,,,,,,,27687,,,27687,25430,25,109,252,61,1497,313,27687,21584,20934,25,109,252,17,0,247,6103,4496,0,0,0,44,1497,66,10683,451,440,583,880,425,575,635,544,469,775,1226,1404,806,414,412,644,53213,53213,53701,,,49773,,34054,,39519,56568,75537.8545352429,75537.8545352429,76353.3188677384,,0,53785.7142857143,0,49656.0913705584,193474.285714286,49762.3621025308,80009.119147992,66627,87450.477568741,806970900,806970900,774146300,,,5271000,,19564500,6771600,76683800,721202200,604282800,195403500,17905,10683,23,125,2083,2489,1564,2590,365,425,204,815
"1626820","32000US1626820","Idaho Falls, ID Metro Area; Idaho","Idaho Falls, Idaho","id","320","00","ACSSF","0002502",,,,,"16",,,,,,,,,,,,,,"26820",,,,,,,,,,,,,,,,,,,,,,,,,,,,138677,46.85702,2959.57811696425,138677,125139,525,523,1014,128,7885,3463,138677,122249,117577,515,455,931,128,50,2593,16428,7562,10,68,83,0,7835,870,46349,2315,2391,1978,2485,2608,2626,2835,2205,2293,4519,5215,5862,3421,2475,1516,1605,52939,52939,54075,28977,32318,51384,,38263,44118,40581,54573,70321.3337936094,70321.3337936094,71992.5087390328,36059.670781893,50159.4594594595,60949.0616621984,0,44526.5750286369,50074.823943662,49649.7902097902,72692.4620090071,60573,78750.9617071032,3259323500,3259323500,3109860400,8762500,9279500,22734000,,77743400,28442500,177498000,3018409100,2694070400,518311300,50971,46349,242,1136,11156,6374,4581,8523,3451,5374,1901,3611
"1627220","32000US1627220","Jackson, WY-ID Micro Area (part); Idaho","Jackson, Idaho","id","320","00","ACSSF","0002503",,,,,"16",,,,,,,,,,,,,,"27220",,,,,,,,,,,,,,,,,,,,,,,,,,,,10437,23.22143,449.455500179924,10437,9575,18,22,11,0,616,195,10437,8623,8439,18,22,11,0,0,133,1814,1136,0,0,0,0,616,62,3725,161,103,172,271,136,150,169,175,221,371,422,660,236,283,56,139,58173,58173,58929,,,,,52841,138590,35720,60915,75054.1476510067,75054.1476510067,75732.5627853881,0,0,,,52393.7062937063,125397.727272727,45121.1340206186,78300.3372164316,67759,86899.8398718975,279576700,279576700,265366900,,,,,7492300,5517500,17507000,255415700,217075800,57470500,5512,3725,51,60,1581,799,465,213,126,125,67,238
"1630300","32000US1630300","Lewiston, ID-WA Metro Area (part); Idaho","Lewiston, Idaho","id","320","00","ACSSF","0002504",,,,,"16",,,,,,,,,,,,,,"30300",,,,,,,,,,,,,,,,,,,,,,,,,,,,39995,47.15881,848.091799653126,39995,35950,154,2336,341,18,99,1097,39995,38566,34963,146,2203,341,18,0,895,1429,987,8,133,0,0,99,202,16127,1205,871,716,814,989,988,874,901,776,1367,2121,2202,1006,560,497,240,49541,49541,50214,145750,45000,2499,,,29750,34167,50615,60330.9667018044,60330.9667018044,61394.51561249,120123.80952381,51792.749244713,24326.6233766234,0,34193.75,42068.8259109312,38240.1913875598,61940.3701680098,61436,70170.2942016567,972957500,972957500,920181000,2522600,34286800,3746300,,1641300,10391000,15984400,906930900,736998600,220383900,17420,16127,26,173,1557,1961,1712,3261,1618,2113,1177,2529
"1630860","32000US1630860","Logan, UT-ID Metro Area (part); Idaho","Logan, Idaho","id","320","00","ACSSF","0002505",,,,,"16",,,,,,,,,,,,,,"30860",,,,,,,,,,,,,,,,,,,,,,,,,,,,13013,19.60839,663.644625380504,13013,12581,37,24,4,16,163,188,13013,12142,11889,37,24,4,16,0,172,871,692,0,0,0,0,163,16,4226,137,154,271,315,198,316,179,344,177,379,572,629,208,108,196,43,50500,50500,51216,,,,,32955,250001,33636,51386,60716.8480832939,60716.8480832939,61154.9575757576,0,0,0,,33955.7692307692,189242.857142857,57496.875,60946.6650074664,58887,66492.833681696,256589400,256589400,252264200,,,,,1765700,1324700,9199500,244883700,222684500,29824200,4664,4226,28,90,666,749,314,541,231,326,324,957
"1634140","32000US1634140","Moscow, ID Micro Area; Idaho","Moscow, Idaho","id","320","00","ACSSF","0002506",,,,,"16",,,,,,,,,,,,,,"34140",,,,,,,,,,,,,,,,,,,,,,,,,,,,38593,35.86724,1075.99571889908,38593,35797,274,308,903,25,257,1029,38593,37034,34617,274,248,889,25,52,929,1559,1180,0,60,14,0,205,100,15218,1786,1339,766,774,888,1032,670,726,666,1162,1573,1366,1296,456,442,276,42133,42133,43493,16944,,27063,,18802,23689,24479,43910,55827.1520567749,55827.1520567749,56760.3612298359,18758.6206896552,53426.9841269841,47681.4671814672,,31673.7704918033,27587.4538745387,41532.8877005348,57077.7354765933,63397,75508.3353094617,849577600,849577600,823365800,1088000,3365900,12349500,,1932100,7476200,15533300,809590600,636837300,205637000,16331,15218,26,284,2305,2696,1839,2982,1434,746,511,2395
"1634300","32000US1634300","Mountain Home, ID Micro Area; Idaho","Mountain Home, Idaho","id","320","00","ACSSF","0002507",,,,,"16",,,,,,,,,,,,,,"34300",,,,,,,,,,,,,,,,,,,,,,,,,,,,26103,8.489505,3074.73753237467,26103,22093,687,433,768,84,1322,716,26103,21899,19326,658,354,768,84,12,697,4204,2767,29,79,0,0,1310,19,9832,538,557,714,745,715,552,466,707,383,865,1073,1157,714,245,233,168,44444,44444,45184,46397,,51875,,,24519,31566,46900,57784.8454027665,57784.8454027665,58692.2937237544,50254.0178571429,44441.6184971098,78882.4267782427,0,33673.9463601533,36492.9292929293,41996.4633068081,60248.219453882,54299,64752.7021184609,568140600,568140600,517137800,11256900,7688400,18852900,,8788900,3612800,47498000,478792600,449319000,110720100,12195,9832,8,140,2737,1818,1037,1813,860,731,249,439
"1636620","32000US1636620","Ontario, OR-ID Micro Area (part); Idaho","Ontario, Idaho","id","320","00","ACSSF","0002508",,,,,"16",,,,,,,,,,,,,,"36620",,,,,,,,,,,,,,,,,,,,,,,,,,,,22773,55.97162,406.866885869742,22773,20919,87,239,322,0,655,551,22773,18977,18030,87,197,286,0,46,331,3796,2889,0,42,36,0,609,220,8195,642,554,555,440,468,573,379,423,538,735,813,1026,447,212,219,171,45670,45670,47126,,,,,34625,31556,45300,47245,58540.8785845027,58540.8785845027,60326.872304274,,13780.3278688525,28907.1428571429,,38266.3900414938,35437.7906976744,46043.3723196881,61389.7228637413,53942,68718.0865921788,479742500,479742500,461560900,,840600,2023500,,9222200,6095300,47240500,425308000,393617200,78292800,9058,8195,77,138,1339,1322,872,1596,617,580,774,880
"1638540","32000US1638540","Pocatello, ID Metro Area; Idaho","Pocatello, Idaho","id","320","00","ACSSF","0002509",,,,,"16",,,,,,,,,,,,,,"38540",,,,,,,,,,,,,,,,,,,,,,,,,,,,83815,33.30973,2516.23150686412,83815,75560,529,2654,1042,144,1254,2632,83815,77137,71181,506,2194,960,144,135,2017,6678,4379,23,460,82,0,1119,615,30424,2710,1650,1824,1921,1766,1888,1496,1899,1340,2130,3132,3776,2088,1180,1039,585,45216,45216,46424,11371,42133,,35313,30722,26667,37075,46799,61059.3741782803,61059.3741782803,60959.8407160729,25567.1428571429,58098.0952380952,39919.3442622951,31551.4285714286,105128.266033254,63460.3139013453,44607.1670428894,61401.7280047061,59292,71971.4748380668,1857670400,1857670400,1729857400,5369100,36601800,12175400,1104300,44259000,28303300,79043900,1670065600,1444467500,390542700,33400,30424,74,743,3665,3791,2899,6973,3129,3758,1779,3613
"1639940","32000US1639940","Rexburg, ID Micro Area; Idaho","Rexburg, Idaho","id","320","00","ACSSF","0002510",,,,,"16",,,,,,,,,,,,,,"39940",,,,,,,,,,,,,,,,,,,,,,,,,,,,51010,21.86707,2332.73124045362,51010,48134,279,68,407,108,948,1066,51010,46782,45105,266,48,407,108,22,826,4228,3029,13,20,0,0,926,240,14974,1721,1052,1026,1106,1001,950,724,730,678,1224,1191,1769,819,446,323,214,39184,39184,39886,23274,31136,60804,70125,,28750,26559,40785,53792.7340723921,53792.7340723921,54675.2762624143,23155.1724137931,39450,54911.2676056338,63036.8421052632,26256.9230769231,39073.7903225806,30022.0806794055,55738.9120116831,42731,58767.9351953422,805492400,805492400,781747100,1343000,789000,3898700,1197700,6826800,9690300,28280800,763344400,696458800,103818200,21431,14974,66,940,4077,2166,1453,3096,833,658,516,1169
"1641760","32000US1641760","Sandpoint, ID Micro Area; Idaho","Sandpoint, Idaho","id","320","00","ACSSF","0002511",,,,,"16",,,,,,,,,,,,,,"41760",,,,,,,,,,,,,,,,,,,,,,,,,,,,41389,,,41389,39482,43,257,219,63,235,1090,41389,40246,38799,43,225,219,63,0,897,1143,683,0,32,0,0,235,193,17109,1430,1188,1207,1012,868,1337,915,807,1041,1371,1776,2159,777,294,528,399,43697,43697,43825,,19401,9241,,53846,49583,56141,43684,57695.5812730142,57695.5812730142,57667.642629074,,29339.3700787402,13864.1025641026,0,55392.8571428571,78417.4061433447,69716.393442623,57533.015776699,54558,65973.107833613,987113700,987113700,957225200,,3726100,540700,,2326500,22976300,12758100,948144100,747013500,225618600,24570,17109,33,430,3966,3466,2151,3412,1049,771,505,1326
"1646300","32000US1646300","Twin Falls, ID Micro Area; Idaho","Twin Falls, Idaho","id","320","00","ACSSF","0002512",,,,,"16",,,,,,,,,,,,,,"46300",,,,,,,,,,,,,,,,,,,,,,,,,,,,103649,41.15673,2518.39713851956,103649,95745,539,1240,1367,89,3062,1607,103649,83792,80029,531,726,1177,89,18,1222,19857,15716,8,514,190,0,3044,385,36847,2478,2048,2190,2796,2499,2223,2000,2090,1722,3674,4046,4201,2428,1046,759,647,45297,45297,46038,,26285,52708,,40944,26250,37561,47386,57134.9852091079,57134.9852091079,57744.0811044003,56744.696969697,45523.6203090508,52877.6081424936,0,47329.6442687747,37253.0973451327,47237.9863618131,59007.8479122021,54238,65542.2735479988,2105252800,2105252800,2007761700,7490300,20622200,20780900,,35923200,12628800,235528600,1817323700,1742375800,325690500,40025,36847,194,1053,6931,5164,3569,7527,2225,3147,2378,4659
"1714010","32000US1714010","Bloomington, IL Metro Area; Illinois","Bloomington, Illinois","il","320","00","ACSSF","0021556",,,,,"17",,,,,,,,,,,,,,"14010",,,,,,,,,,,,,,,,,,,,,,,,,,,,189576,,,189576,160220,14302,255,8558,47,1943,4251,189576,181076,154056,13852,210,8548,47,718,3645,8500,6164,450,45,10,0,1225,606,72677,4919,3084,2852,3473,3226,2961,2830,3426,2606,5615,7339,10003,6752,5020,4897,3674,62317,62317,63889,32680,49200,85717,,53500,56563,41406,64598,80466.3180923814,80466.3180923814,81848.6185488839,50415.7285429142,54175.6097560976,107539.109423542,0,72886.1666666667,68617.4479166667,61831.1732316815,82344.834697324,82745,99881.0190097259,5848050600,5848050600,5181263100,252582800,4442400,311540800,,43731700,52698200,145983400,5071124300,4518617300,1282636100,78767,72677,191,1734,10884,12489,7873,12785,7001,5466,2402,11852
"1715460","32000US1715460","Burlington, IA-IL Micro Area (part); Illinois","Burlington, Illinois","il","320","00","ACSSF","0021557",,,,,"17",,,,,,,,,,,,,,"15460",,,,,,,,,,,,,,,,,,,,,,,,,,,,6966,18.38616,378.871920642103,6966,6796,7,22,56,0,11,74,6966,6865,6723,7,22,56,0,3,54,101,73,0,0,0,0,8,20,3054,120,161,218,163,255,188,208,178,135,311,351,351,189,138,64,24,46216,46216,46284,,,,,,,90625,46199,59757.3673870334,59757.3673870334,59871.7205009888,,0,,,,39363.1578947368,79786.3636363636,59723.3499170813,53362,66738.6542239686,182499000,182499000,181650800,,,,,,747900,1755300,180065900,135879900,42592700,3827,3054,15,17,228,236,228,681,313,230,145,961
"1715900","32000US1715900","Canton, IL Micro Area; Illinois","Canton, Illinois","il","320","00","ACSSF","0021558",,,,,"17",,,,,,,,,,,,,,"15900",,,,,,,,,,,,,,,,,,,,,,,,,,,,36047,41.64419,865.594867621008,36047,34017,1291,54,72,32,141,440,36047,35065,33210,1286,51,72,21,24,401,982,807,5,3,0,11,117,39,14131,1039,837,946,949,715,906,796,719,661,1299,1483,1879,1005,383,319,195,46183,46183,46078,,,21250,,,77083,30833,46234,56863.9162125823,56863.9162125823,56700.3933347636,67906.4516129032,0,29615.3846153846,0,0,96929.3333333333,37780.2631578947,56817.7273380261,57211,66281.6024057566,803544000,803544000,792841600,2105100,,770000,,,7269700,2871300,791016400,617148000,170890400,16190,14131,56,84,711,846,857,2265,1473,1680,1312,4847
"1716020","32000US1716020","Cape Girardeau, MO-IL Metro Area (part); Illinois","Cape Girardeau, Illinois","il","320","00","ACSSF","0021559",,,,,"17",,,,,,,,,,,,,,"16020",,,,,,,,,,,,,,,,,,,,,,,,,,,,7051,29.93939,235.509156026978,7051,4365,2388,31,20,0,27,220,7051,6924,4305,2388,31,20,0,0,180,127,60,0,0,0,0,27,40,2534,437,219,247,232,161,186,175,133,81,189,142,148,77,29,66,12,29071,29071,35313,17976,,58750,,,45313,28750,35313,38990.5682715075,38990.5682715075,45479.3893129771,28111.9098712446,0,45700,,,36713.0434782609,25677.7777777778,45516.411238825,36741,47585.0231941683,98802100,98802100,71493600,26200300,,228500,,,844400,231100,71278700,71805800,25692900,3974,2534,0,11,192,281,295,401,298,182,248,626
"1716060","32000US1716060","Carbondale-Marion, IL Metro Area; Illinois","Carbondale-Marion, Illinois","il","320","00","ACSSF","0021560",,,,,"17",,,,,,,,,,,,,,"16060",,,,,,,,,,,,,,,,,,,,,,,,,,,,126524,216.6205,584.081384160853,126524,107933,11426,354,2772,36,840,3163,126524,122432,105280,11134,269,2772,18,114,2845,4092,2653,292,85,0,18,726,318,50374,6299,3375,3825,3154,2786,2718,2670,2567,2253,3204,5025,4659,3426,1667,1680,1066,40630,40630,43548,16015,23977,40519,,,18601,37443,43654,57292.5318616747,57292.5318616747,59624.3473132669,32896.2660731949,30293.8271604938,75659.4861660079,0,68284.6975088968,30305.7544757033,59176.8545994065,59680.8336973766,58339,74729.8519407763,2886054000,2886054000,2628658600,133032500,4907600,76567400,,19188000,23699100,59827800,2595698500,2240998800,611783700,59477,50374,197,1376,6466,6388,6062,8814,6141,4354,3222,7354
"1716460","32000US1716460","Centralia, IL Micro Area; Illinois","Centralia, Illinois","il","320","00","ACSSF","0021561",,,,,"17",,,,,,,,,,,,,,"16460",,,,,,,,,,,,,,,,,,,,,,,,,,,,38503,67.27023,572.363102840631,38503,35800,1354,71,327,0,194,757,38503,37816,35319,1354,68,313,0,19,743,687,481,0,3,14,0,175,14,15841,1243,1071,1151,1188,843,911,904,836,712,1159,1833,2013,993,479,305,200,43427,43427,44740,22130,14432,65313,,,35469,,44954,55664.0868632031,55664.0868632031,56804.5042016807,34965.8783783784,26890.9090909091,60546.0992907801,,35992.5373134328,32120.3007518797,31351.1415525114,57044.5221761869,55420,65316.3737103554,881774800,881774800,844967000,20699800,887400,8537000,,2411500,4272000,6865900,839866500,683731800,183014800,18132,15841,24,278,1539,1798,1903,2841,1674,1739,1114,2931
